subject,time,charity,income,price,age,ms,deps
1,1,6.44572019577026,10.1780996322632,-0.328500002622604,0,1,2
1,2,6.13122987747192,10.1857004165649,-0.328500002622604,0,1,1
1,3,6.32793998718262,10.3542003631592,-0.385659992694855,0,1,1
1,4,6.41345977783203,10.4694004058838,-0.400480002164841,0,1,1
1,5,6.4922399520874,10.5215997695923,-0.356669992208481,0,1,1
1,6,6.56525993347168,10.5662002563477,-0.328500002622604,0,1,1
1,7,6.59987020492554,10.6428003311157,-0.400480002164841,0,1,1
1,8,6.66567993164063,10.7011995315552,-0.400480002164841,0,1,1
1,9,2.30258989334106,10.7090997695923,-1.60943996906281,0,1,1
1,10,2.30258989334106,10.7715997695923,-0.328500002622604,0,1,1
2,1,7.58273983001709,10.0121002197266,-0.301109999418259,0,0,1
2,2,6.24610996246338,10.0543003082275,-0.301109999418259,0,0,1
2,3,7.57146978378296,9.99930000305176,-0.274439990520477,0,0,1
2,4,7.18159008026123,10.2367000579834,-0.328500002622604,1,0,1
2,5,7.91132020950317,10.1541996002197,-0.235719993710518,1,0,0
2,6,7.55432987213135,10.3257999420166,-0.301109999418259,1,0,0
2,7,6.99392986297607,10.3189001083374,-0.328500002622604,1,0,0
2,8,7.49498987197876,10.2740001678467,-0.301109999418259,1,0,0
2,9,8.12444972991943,10.5229997634888,-0.693149983882904,1,0,0
2,10,7.90249013900757,10.6780004501343,-0.328500002622604,0,0,0
3,1,6.24997997283936,10.3059997558594,-0.494300007820129,0,0,0
3,2,6.41345977783203,10.3319997787476,-0.494300007820129,0,0,0
3,3,6.56525993347168,10.4490003585815,-0.579819977283478,0,0,0
3,4,6.69703006744385,10.4535999298096,-0.430779993534088,0,0,0
3,5,6.75692987442017,10.5797004699707,-0.446289986371994,0,0,0
3,6,6.94697999954224,10.5791997909546,-0.415520012378693,0,0,0
3,7,6.70318984985352,10.6854000091553,-0.415520012378693,0,0,0
3,8,7.17778015136719,10.7017002105713,-0.415520012378693,0,0,0
3,9,7.48437023162842,10.806300163269,-0.693149983882904,0,0,0
3,10,7.50108003616333,10.8860998153687,-0.328500002622604,0,0,0
4,1,6.90474987030029,10.0459003448486,-0.274439990520477,0,1,4
4,2,7.11883020401001,10.3302001953125,-0.328500002622604,0,1,4
4,3,7.08757019042969,10.4602003097534,-0.385659992694855,0,1,4
4,4,7.3839898109436,10.4472999572754,-0.342489987611771,0,1,4
4,5,7.07412004470825,10.3472003936768,-0.261359989643097,0,1,4
4,6,7.04403018951416,10.3959999084473,-0.287680000066757,0,1,4
4,7,7.33954000473022,10.6007995605469,-0.328500002622604,0,1,4
4,8,7.3414797782898,10.5506000518799,-0.287680000066757,0,1,4
4,9,7.5175199508667,10.6829996109009,-1.60943996906281,0,1,3
4,10,7.61331987380981,10.6873998641968,-0.328500002622604,0,1,3
5,1,5.95323991775513,9.992600440979,-0.301109999418259,0,0,2
5,2,6.06378984451294,10.1259002685547,-0.371060013771057,0,0,2
5,3,7.33302021026611,10.3016004562378,-0.371060013771057,0,0,2
5,4,6.86693000793457,10.273699760437,-0.328500002622604,0,0,2
5,5,6.89769983291626,10.3675003051758,-0.287680000066757,0,0,2
5,6,6.97540998458862,10.4114999771118,-0.274439990520477,0,0,2
5,7,7.09423017501831,10.4861001968384,-0.274439990520477,0,0,2
5,8,7.21524000167847,10.5324001312256,-0.328500002622604,0,0,1
5,9,7.96727991104126,10.9535999298096,-1.60943996906281,0,1,2
5,10,8.03431034088135,11.0593996047974,-0.328500002622604,0,1,2
6,1,5.88609981536865,10.4618997573853,0,0,1,5
6,2,5.6869797706604,10.1937999725342,-0.274439990520477,0,1,5
6,3,5.77144002914429,10.4024000167847,-0.328500002622604,0,1,5
6,4,6.32435989379883,10.3822002410889,-0.287680000066757,0,1,5
6,5,6.50429010391235,10.4223003387451,-0.261359989643097,0,1,5
6,6,6.25382995605469,10.5795001983643,-0.328500002622604,0,1,5
6,7,6.57087993621826,10.747200012207,-0.328500002622604,0,1,5
6,8,6.58755016326904,10.8706998825073,-0.400480002164841,0,1,5
6,9,6.01127004623413,11.0232000350952,-1.60943996906281,0,1,5
6,10,6.10925006866455,11.2087001800537,-0.328500002622604,0,1,5
7,1,4.70047998428345,10.3891000747681,-0.328500002622604,0,1,2
7,2,4.70047998428345,10.5249996185303,-0.385659992694855,0,1,2
7,3,4.70047998428345,10.4910001754761,-0.385659992694855,0,1,2
7,4,5.73656988143921,10.5728998184204,-0.342489987611771,0,1,2
7,5,4.70047998428345,10.7255001068115,-0.301109999418259,0,1,1
7,6,5.07517004013062,10.7390003204346,-0.328500002622604,0,1,1
7,7,6.13122987747192,10.7013998031616,-0.287680000066757,0,1,1
7,8,5.07517004013062,10.6890001296997,-0.287680000066757,0,1,1
7,9,2.30258989334106,10.6842002868652,-1.60943996906281,0,1,1
7,10,2.30258989334106,10.7095003128052,-0.162520006299019,0,1,1
8,1,6.55250978469849,9.18529987335205,0,0,1,3
8,2,6.15272998809814,9.9601001739502,-0.235719993710518,0,1,3
8,3,6.16961002349854,9.58810043334961,-0.174349993467331,0,1,3
8,4,6.5250301361084,10.0672998428345,-0.210720002651215,0,1,3
8,5,6.81892013549805,10.4279003143311,-0.261359989643097,0,1,3
8,6,7.05185985565186,10.418999671936,-0.248459994792938,0,1,3
8,7,7.09340000152588,10.4331998825073,-0.248459994792938,0,1,3
8,8,7.22402000427246,10.710000038147,-0.328500002622604,0,1,3
8,9,7.01302003860474,10.427300453186,-0.693149983882904,0,1,3
8,10,7.17471981048584,10.5899000167847,-0.162520006299019,0,1,3
9,1,8.52892017364502,10.9102001190186,-0.562120020389557,0,1,4
9,2,8.49188041687012,11.1191997528076,-0.673340022563934,0,1,4
9,3,8.82703018188477,11.2692003250122,-0.673340022563934,0,1,4
9,4,9.02954006195068,11.3418998718262,-0.673340022563934,0,1,4
9,5,9.1847095489502,11.4685001373291,-0.579819977283478,0,1,4
9,6,8.9479398727417,11.2463998794556,-0.478040009737015,0,1,4
9,7,9.39066028594971,11.4512996673584,-0.544730007648468,0,1,4
9,8,9.70565032958984,11.8782997131348,-0.597840011119843,0,1,4
9,9,9.83788013458252,11.9381999969482,-1.89711999893188,0,1,4
9,10,9.79701995849609,11.8994998931885,-0.400480002164841,0,1,4
10,1,6.12904977798462,10.1042995452881,-0.274439990520477,0,1,3
10,2,6.24221992492676,10.3336000442505,-0.328500002622604,0,1,3
10,3,7.28960990905762,10.6645002365112,-0.46204000711441,0,1,3
10,4,6.63331985473633,10.3690996170044,-0.287680000066757,0,1,3
10,5,6.98008012771606,9.1737003326416,0,0,1,3
10,6,6.82219982147217,9.68099975585938,-0.150820001959801,0,1,3
10,7,6.75692987442017,9.59459972381592,-0.150820001959801,0,1,3
10,8,5.96614980697632,8.82229995727539,0,0,1,3
10,9,5.24701976776123,9.5265998840332,-0.105360001325607,0,1,3
10,10,6.72502994537354,10.0131998062134,-0.162520006299019,0,1,3
11,1,6.02827978134155,10.2705001831055,-0.328500002622604,0,1,2
11,2,5.86362981796265,10.1332998275757,-0.274439990520477,0,1,2
11,3,6.31897020339966,10.4525003433228,-0.385659992694855,0,1,2
11,4,6.47697019577026,10.4411001205444,-0.287680000066757,0,1,2
11,5,6.50727987289429,10.4174995422363,-0.261359989643097,0,1,3
11,6,6.61337995529175,10.8163995742798,-0.400480002164841,0,1,3
11,7,6.80571985244751,11.1496000289917,-0.478040009737015,0,1,3
11,8,6.77992010116577,10.7790002822876,-0.328500002622604,0,1,3
11,9,6.67833995819092,11.0766000747681,-1.60943996906281,0,1,3
11,10,6.68460988998413,10.9786996841431,-0.328500002622604,0,1,3
12,1,6.6502799987793,10.2349996566772,-0.415520012378693,1,0,0
12,2,6.90675020217896,10.527099609375,-0.579819977283478,1,0,0
12,3,7.29709005355835,10.5336999893188,-0.579819977283478,1,0,0
12,4,7.22110986709595,10.5403003692627,-0.510829985141754,1,0,0
12,5,7.25558996200562,10.5297002792358,-0.446289986371994,1,0,0
